control_set,N,young_gt_old_bins,total_bins,equal_bin_mean_diff_young_minus_old,equal_bin_mean_boot95_lo,equal_bin_mean_boot95_hi,mass_adjusted_diff_young_minus_old,mass_adjusted_diff_boot95_lo,mass_adjusted_diff_boot95_hi,shuffle_p_count_ge_real,shuffle_p_sum_ge_real,shuffle_p_joint_count_and_sum_ge_real
intSPS_controls,5952,6,8,0.02094979417867425,0.00964318757433306,0.032005709728176665,0.018750826236401008,0.009183613156391782,0.031187677588357866,0.14457108578284344,0.0001999600079984003,0.0001999600079984003
obsSPS_controls,5952,8,8,0.03592998861913029,0.025688732169002398,0.047743187277559364,0.035797133399785463,0.026952119980408095,0.04750196629042697,0.003599280143971206,0.0001999600079984003,0.0001999600079984003
bothSPS_controls,5952,8,8,0.03420674027285087,0.02197975775335868,0.04452779991012347,0.031123708795050553,0.021600410267264118,0.043577167654014974,0.003999200159968006,0.0001999600079984003,0.0001999600079984003
