t50_Gyr,psi,beta,N_points,chi2,chi2_reduced,pass_fail,median_abs_residual_kms,mean_abs_residual_kms,rms_residual_kms,mean_signed_residual_kms,median_signed_residual_kms,max_abs_residual_kms,fraction_model_under_observed,outer_chi2_fraction,outer_mean_residual_kms,max_required_beta_gate_open,max_required_beta_actual_gate,lane_label,age_lane,t50_sigma_Gyr,g98_kms2_per_kpc,r_knee_kpc,phi_last,phi_median,phi_min,phi_max
6.0,0.3413147708612118,1.8342121193129324,58,181.29841470569997,3.1258347363051717,PASS / non-catastrophic,29.897525516483363,31.653940412479503,38.43485979776367,-27.825834442561185,-29.897525516483363,74.74093827756408,0.7758620689655172,0.8628867720513386,-51.62161771665222,9.272813883806771,15.686531092564536,M33-Corbelli source-native thick-disk reconstruction,Primary/source-native mass-weighted,1.2,2653.949886626496,2.69,0.5185609204461974,0.6534430188313289,0.19875468886235115,0.9984553294314528
7.1,0.40388914551910066,1.6987561125673496,58,191.14698678599143,3.295637703206749,PASS / non-catastrophic,31.387672282474732,32.39802262401976,39.410203912297895,-29.308827401871184,-31.387672282474732,75.92917646835807,0.8103448275862069,0.862962916729982,-53.04858465895725,9.272813883806771,15.686531092564536,M33-Corbelli source-native thick-disk reconstruction,Conservative older-weighted bracket,1.3,2653.949886626496,2.69,0.5185609204461974,0.6534430188313289,0.19875468886235115,0.9984553294314528
