r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.3432677840865459,2.5288883170135906e14,5.670093832302545e13,6.852910607188694e12,1.099449848711972e13,2.5147655463392606e14,5.6673283093543e13,6.870111693030192e12,1.0993565488264244e13,5.182488222980741e14,7.46368566347737e14,1.592516748995613e14,1.6873772592127494e14
0.4576951317352346,2.7808207040734725e14,7.180716657346586e13,1.0828181181631959e13,1.5218552264838605e13,2.7541265794165347e14,7.173806920480161e13,1.093285853087455e13,1.5289013980069807e13,-1.63406010195729e14,2.1368192483648738e14,6.551927650657275e13,6.101032526013741e13
0.6103540457877282,2.9200535727530525e14,8.485785733935575e13,1.2792186246843629e13,1.6207906835162506e13,2.868416933909622e14,8.465127339160984e13,1.3014837932433963e13,1.6364481449191895e13,2.6396408472454875e14,1.4495925810553553e14,8.52200879278345e13,8.9622453425681e13
0.8138636196570035,6.088914210643838e14,1.7718036418052222e14,3.224396122168331e13,3.979249685580787e13,5.99140472404161e14,1.7671639180099806e14,3.24878860689248e13,3.991185232427389e13,1.2922651299178236e14,8.343846193866562e13,6.733450364927601e13,6.84828040425591e13
1.085281010621837,6.970691854228418e14,2.0797960088731612e14,2.678983943080432e13,3.5352975725509414e13,6.789213221637574e14,2.063223462290412e14,2.780534743811301e13,3.613681500838526e13,-7.812018253106823e12,4.318318541942016e13,1.5928693384962984e13,1.5721173530342227e13
1.4472243352803897,7.690528929862968e14,2.3623843629355622e14,2.055306234925791e13,2.675543078348833e13,7.353009850641684e14,2.2924642552591112e14,2.0950409673217062e13,2.8536882503805266e13,2.776895036239305e13,2.385343763513786e13,9.326616961270633e12,9.680700375601633e12
1.9298510828864943,1.1745974695263588e15,3.567523016702243e14,2.0808885731734406e13,3.6022791529733016e13,1.113573815599502e15,3.388489877183485e14,1.84543601057801e13,3.114851393331876e13,1.2693803868069979e13,1.336720778140205e13,5.600710355109354e12,5.743603423397857e12
2.5734247073255676,1.2263668333656265e15,5.015932912327462e14,1.2179574850089769e14,1.3966965743013302e14,1.1190552735784215e15,4.8341882423732675e14,1.1483652400092092e14,1.3125692349243503e14,-7.515097139458613e12,8.488355465532929e12,2.5473944486612793e12,2.5118602342955566e12
3.4315763446519583,1.0330398787591502e15,8.109301978854235e14,3.891461699098773e14,4.121712265826472e14,8.527612572051884e14,7.950018418146586e14,3.70849190703805e14,3.9106103759091575e14,3.178339916868959e12,5.199780775008449e12,6.330544635959697e12,6.465016622284539e12
4.5759567612163945,2.413831707702398e15,1.5448258017222368e15,4.165107397823265e14,4.9920983287354875e14,2.1365126622483935e15,1.5262865989867388e15,3.6571617911011844e14,4.407251632039027e14,2.0245920855407974e12,1.308696471956486e12,1.5384938186430166e12,3.966964888184523e12
