r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.27638889124317945,2.0018597133334497e14,6.494337612549994e13,1.528183248985652e13,1.878738376097031e13,1.994310663486992e14,6.495067276038985e13,1.53048399357764e13,1.879943698820715e13,-1.3716984199802635e15,1.8970846383759212e15,8.10873712021152e14,7.773109783869305e14
0.36852234859245725,1.621894129449472e14,5.24134758491534e13,1.1553817790027525e13,1.3574392968527426e13,1.6064964127316153e14,5.242264936517706e13,1.1604487141496648e13,1.360288536837871e13,2.3748691574746497e14,4.1398978933912375e14,2.045248515488075e14,2.0954639570388878e14
0.49143871286950414,2.7010051500169097e14,9.419734337840011e13,7.641210558504164e12,1.0489974506724242e13,2.6733881579751884e14,9.4204566522966e13,7.827085960434832e12,1.0636759352296953e13,3.939280111917999e14,2.204172332013592e14,2.1483510789161188e13,3.0045704629445188e13
0.6552984983975264,4.6089951511499825e14,1.2816750467968236e14,1.2737543558532898e13,1.801020962099444e13,4.5546448629429525e14,1.281595389146962e14,1.3129207368138305e13,1.832601959087577e13,1.9100256526754522e14,1.2150373733607388e14,2.6098459455059594e13,3.034814761968503e13
0.8738356149886172,6.354802098884211e14,1.4917045095201803e14,1.3503292986936912e13,2.2044440950373598e13,6.25236834030695e14,1.4900262293472306e14,1.402127250707358e13,2.2422386392058457e13,5.308835340241384e13,6.9596063236594266e13,3.4257641485364453e12,4.662880654637172e12
1.1652614895764457,8.096954350519019e14,2.020451918274487e14,6.441029476529922e12,1.9604053107752754e13,7.904544096792448e14,2.011208803600574e14,7.596583365204986e12,2.0502752025277234e13,5.646930720320278e13,3.721118194909693e13,6.883009311826977e12,8.204596865785234e12
1.5538580251066243,1.1535194507173722e15,2.80488867160929e14,3.2361894065427207e12,1.7353455350992582e13,1.118364008987865e15,2.7658111144551612e14,3.7421239583817925e12,1.5321419198644393e13,1.1035916563526e13,2.2164003238714008e13,6.842645324895278e12,7.225250498100342e12
2.0720441431701326,1.347345882732745e15,3.980934217423369e14,6.553309851355574e13,9.968984685719331e13,1.284907927416052e15,3.858080600421869e14,5.8566967664727336e13,9.192634958084025e13,1.909370289730174e13,1.2805839877468336e13,8.100631410727961e12,8.720112063195168e12
2.7630020208233423,2.275672088647064e15,6.347947510892512e14,2.167920156591884e14,2.847647409103398e14,2.1694442866793535e15,6.221139637823288e14,2.0411317754997784e14,2.7065648338862647e14,1.351558864767874e13,8.26857882032788e12,6.028888577990797e12,6.62525296466824e12
3.684422699248869,3.0887804823995135e15,1.2291618613858718e15,4.6761827142025025e14,6.183053652117881e14,2.923961282915777e15,1.216327578284415e15,4.344180140809668e14,5.814291684320235e14,5.004634792131124e12,2.0288245209031602e12,3.648462293069214e12,1.7988217307771582e11
