r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.33897928554091866,3.075954901095363e14,9.487026175627847e13,5.275437728377287e12,2.0896038835762183e12,3.062130793545213e14,9.487475022062498e13,5.300718096364401e12,2.1120473485939893e12,9.37322206147184e14,1.106943575197029e15,2.183475721245125e13,2.4123237502983625e13
0.4519770742950049,4.489136572762281e14,1.0158746020573378e14,9.983011606908045e12,5.918514198439742e12,4.462731040703002e14,1.0158975032793353e14,1.0040218359871334e13,5.970276936658309e12,4.496923730820049e14,4.510507982141256e14,2.7993914447425375e13,2.8875872406878e13
0.6027287964662875,5.5035360123353306e14,1.6397625992152112e14,7.359908450031071e12,3.7631696813463364e12,5.452647762697963e14,1.6395342141266216e14,7.448728829402018e12,3.841419938347489e12,-2.3553395024233695e13,1.7397872451238044e14,8.695216889502113e12,8.656940826888973e12
0.8036958931442293,5.2119442046257606e14,1.3145805356567286e14,2.502425674935332e13,2.5690171149885836e13,5.1158291076249706e14,1.312328473940885e14,2.5244986417845273e13,2.589065475990546e13,3.0349392102881117e13,8.768648642164902e13,5.012105171731067e13,5.0198262353381555e13
1.0717224238525198,7.064169404642865e14,1.8439482382214228e14,3.2096165773503286e12,4.549181103536556e12,6.884909346002914e14,1.8352458542520906e14,3.9019922195960386e12,5.20273346687557e12,6.737570122106008e13,4.355643161618081e13,6.718527895843594e11,7.462015218096484e11
1.4291439334927243,1.0220087966775328e15,2.529812824706698e14,1.5902823386978988e13,1.8698307095690332e13,9.886983893918632e14,2.493899176854587e14,1.6777172329742117e13,2.02340854239219e13,2.907857441433398e13,2.537485759755482e13,5.240705916872926e12,5.320221858402891e12
1.9057411490508471,1.1640690775186995e15,3.4443531020647606e14,9.3580027654857e12,1.2991501310393719e13,1.1039195963687895e15,3.331970394145195e14,8.825308719682318e12,1.19223537908835e13,-7.6069669022356045e12,1.3789854172958775e13,7.302526146445254e11,7.21675544189665e11
2.5412745067350437,9.622356832911765e14,4.672352693612477e14,2.5153845391451836e13,2.8088608873102652e13,8.56291230622386e14,4.567049997088576e14,1.6487887102202262e13,1.906497565558842e13,3.8171336938276797e12,8.301427114480787e12,3.772638843204161e12,3.789754488384135e12
3.388705120361541,1.208593506137985e15,7.891164862095858e14,1.904827778516993e14,1.9497064913879334e14,1.0304003414764601e15,7.793400929927219e14,1.7085265767899128e14,1.7430735015535728e14,-6.768353172027935e11,5.41778516340952e12,4.023784369718284e12,4.0374515824962485e12
4.518788611960704,5.129641781300966e14,1.5273133869466938e15,9.898149441517477e13,1.092843799626264e14,2.3870336262886425e14,1.5172045183838145e15,4.6367722377257945e13,5.1513000713146836e13,4.4327291310582074e11,1.3224343382125127e12,3.500355149742513e11,9.350094557102102e11
