r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.23736633543411256,1.0621627102360817e14,1.863104894230916e13,1.2369287865754382e12,2.544841016982955e12,1.0578129671269494e14,1.8629847538314223e13,1.2662237639969658e12,2.5713042314877754e12,8.592026768423128e14,7.056431838592562e14,3.4021332750110125e13,4.30139788450365e13
0.31649173386639445,1.5142275549518956e14,2.686978545109693e13,3.227615396247437e12,5.116652376527904e12,1.5069011936988375e14,2.686392719773756e13,3.2480627427299385e12,5.132558449132361e12,4.32501770290199e14,2.7203626170335394e14,4.76740015145605e13,5.223810364850725e13
0.42205388877824485,1.7824057771624806e14,3.909319771055386e13,3.279150255434632e12,5.669208891309822e12,1.7674495845828516e14,3.90763038924256e13,3.3928921753922354e12,5.773932677848939e12,-1.1090283974495775e14,1.5461210797176784e14,2.2295965810895234e13,2.119172187992867e13
0.5627787805814572,1.464390996597908e14,5.014119542634651e13,1.0344350002492482e13,1.1875740922143697e13,1.4363143756638338e14,5.0078355297808555e13,1.05745342092495e13,1.208987976833121e13,3.561378557995418e13,8.459415350619795e13,6.741424507905539e13,6.8043560738232805e13
0.75046126770401,2.3084458594720912e14,7.10187598872559e13,3.4720121193463306e12,5.862452951734243e12,2.2555636689413772e14,7.08124526649418e13,3.633870154172802e12,6.069171128254658e12,8.119896186765716e13,4.60983043863469e13,7.638282909870016e12,8.443118719196156e12
1.0007415578793886,3.6857181441367906e14,9.493359525510947e13,1.5425932247508809e12,4.0342478197207246e12,3.586339550235272e14,9.421051103600902e13,1.3189478396512966e12,3.559137834382925e12,4.405214008465356e13,2.6603810511145824e13,1.0545475828666406e12,1.5983166380344688e12
1.3344732617344242,5.630580425061754e14,1.3398200227222916e14,5.958323411371953e12,1.2347149287094771e13,5.4486132915331425e14,1.3149745849210461e14,3.977647796882426e12,1.0286353980790758e13,2.752664336024792e13,1.5350804405153113e13,1.5453251699765e12,1.9229420786178125e12
1.7794981661881366,8.632614352871762e14,2.0184375750754712e14,3.798256413832318e13,4.8538789819642555e13,8.306461997403904e14,1.949063649055004e14,3.3728370305495168e13,4.415483203103273e13,2.085186011893224e13,9.83371796551907e12,1.9714434407778984e12,2.2980536482100156e12
2.3729016804182756,1.2440201626709078e15,3.420592252500983e14,1.2393294288135303e14,1.4304343809314094e14,1.1882264374309085e15,3.329204258534046e14,1.1461257510742636e14,1.3348284052598102e14,4.972960744702012e12,6.571985323092696e12,5.496475948007279e12,5.70587653494065e12
3.1642296127650447,1.3061370995118212e15,6.480002770706475e14,2.2771510628274797e14,2.7084778483672778e14,1.2191619210870682e15,6.379192955597045e14,2.0994638477968306e14,2.520085403529752e14,3.310991108075176e12,1.6579231449663086e12,2.5246820908943457e12,8.928923442757084e12
