r_Mpc,M_Msun,M_stat_err_Msun,M_syst_err_up_Msun,M_syst_err_down_Msun,M2hsub_Msun,M2hsub_stat_err_Msun,M2hsub_syst_err_up_Msun,M2hsub_syst_err_down_Msun,ρ_Msun_Mpc3,ρ_stat_err_Msun_Mpc3,ρ_syst_err_up_Msun_Mpc3,ρ_syst_err_down_Msun_Mpc3
0.3640902939831929,3.099574810847257e14,6.049711138596353e13,3.0367930615374285e13,3.732000079301764e13,3.078115339892693e14,6.05074453503612e13,3.0453203442480543e13,3.7350083837656516e13,1.6984245291796218e15,8.359876638286804e14,4.802457222194245e14,5.2361426077808725e14
0.4854587665766599,5.2217453744220225e14,1.4541193624645044e14,2.344641400132908e13,3.2902456351325496e13,5.1829037836173575e14,1.4541150466624403e14,2.3616473312359863e13,3.2972788204905543e13,-2.8197241657951055e13,3.4295926840041044e14,1.416782756716697e14,1.4040939456952034e14
0.6473779197078897,4.5128892581020325e14,1.2162865730511736e14,3.2230318147879504e13,4.226870402017172e13,4.436590006242134e14,1.2155660503278322e14,3.2468301096558098e13,4.231103545845265e13,4.6353798493062234e13,1.3338635892931327e14,1.0984263380389095e14,1.1077550128661086e14
0.8632323168096504,5.935182128226539e14,1.4204355775295306e14,1.2300151088752283e13,2.6560074738525715e13,5.791130046644219e14,1.416634299149618e14,1.3059015234234334e13,2.695015536242913e13,4.522880363092833e13,7.079175278219528e13,1.5038777427858477e13,1.6065030764530055e13
1.1511137966621916,6.992069320947311e14,1.9529344633762203e14,2.5102873719439273e13,4.2448910566575125e13,6.721230693720494e14,1.9379022790569306e14,2.6279205457709516e13,4.293281203970587e13,4.371442414180347e13,3.615907567827688e13,1.6185904177605078e13,1.7069111935192617e13
1.5350124833125003,1.0846518070719699e15,2.604164080203193e14,2.145659827438722e12,2.5752627155091e13,1.0347504603309502e15,2.5411937830826966e14,1.742573241190748e12,2.7129892636731074e13,3.146556803852859e13,2.1179009971957156e13,2.368456546496996e12,3.238090611627051e12
2.0469152093071887,1.5814466737258025e15,3.6589409219054444e14,1.3418203810992963e13,5.0048348485701266e13,1.491400413990635e15,3.457808790991301e14,1.2690839885737447e13,4.253718444020735e13,2.38365507696102e13,1.1777121213517707e13,2.078606961322082e12,2.7798819491523203e12
2.7295277962861455,2.315457047598223e15,5.161248960135102e14,1.2155463601835306e14,1.8931978927412606e14,2.1579280918012952e15,4.959045567967956e14,1.0906220283239972e14,1.7270717074344212e14,1.8987246679139487e12,7.253762051081028e12,3.143002821360314e12,3.360979217203159e12
3.639734627223561,2.8141204451529235e15,8.166626185535526e14,6.26111006182893e14,7.302191385657572e14,2.550348876537041e15,7.989766757844502e14,5.955301146771905e14,6.922390215859046e14,8.557682303508828e12,4.362760215543131e12,8.20676265438459e12,8.665988878693018e12
4.853532780185405,5.736206307268987e15,1.5311706345892815e15,8.431025888593481e14,1.140192349726703e15,5.331549825936313e15,1.5115740071049682e15,7.697017604660901e14,1.0507006462494264e15,4.0729369963276997e12,1.1095571958336953e12,2.9429822270178237e12,4.0729369983968984e12
