N,controls,age_T50_standardized_coef,age_T50_robust_se,age_T50_robust_t,age_T50_robust_p,model_R2,cv_R2_controls_only_mean,cv_R2_controls_plus_age_mean,cv_delta_R2_from_age,cv_delta_R2_sd,resid_T50_spearman_rho,resid_T50_spearman_p,control_set
5952,"sp_ML_int_Re, sp_MW_Metal_Re, nsa_sersic_mass, logRe, nsa_sersic_n, Eps_MGE, Lambda_Re, logSigma_Re",-0.1390779548716275,0.017060783652203607,-8.151908945499342,3.5822398547580023e-16,0.4258399184192765,0.41258459131601616,0.4211666039380596,0.008582012622043477,0.005742112087156405,-0.06490653603029177,5.39453877323565e-07,strict_intSPS_MW_Eps_logSigma
5952,"sp_ML_obs_Re, sp_MW_Metal_Re, nsa_sersic_mass, logRe, nsa_sersic_n, Eps_MGE, Lambda_Re, logSigma_Re",-0.21022215933565208,0.01787129229258487,-11.76312019824538,6.045796204040596e-32,0.4559926204584982,0.4303387916007598,0.45126164351251263,0.02092285191175285,0.009314296036336642,-0.11671018319938624,1.6688996409931597e-19,strict_obsSPS_MW_Eps_logSigma
5952,"sp_ML_int_Re, sp_ML_obs_Re, sp_MW_Metal_Re, nsa_sersic_mass, logRe, nsa_sersic_n, Eps_MGE, Lambda_Re, logSigma_Re",-0.21654536761408888,0.018684746587047923,-11.589419562382288,4.662816178346504e-31,0.4561162206811469,0.43203093352820954,0.4512452955981492,0.01921436206993963,0.010208799288708735,-0.10329957905628019,1.3583215800854205e-15,strict_bothSPS_MW_Eps_logSigma
