scale_Vdisk,ML_factor,ML,g98,beta,Hermes_chi2nu,Hermes_outer_chi2nu,Hermes_outer_mean_residual,MOND_chi2nu,MOND_outer_chi2nu,MOND_outer_mean_residual
4.275,18.275625,12.475797535445311,47348.47060473203,-0.39182039962244525,13.97114897367081,2.507205396429027,25.331413422363013,49.12549634721409,29.392439372718915,113.46893708009317
4.300000000000001,18.490000000000006,12.622139950364698,47903.08948995003,-0.3923106920743453,14.24241729234841,2.591963645687582,25.98172226287156,49.89373385929168,29.851524682742237,114.35321367714225
4.325,18.705625,12.769335673825886,48460.942304527875,-0.39276979895942293,14.57011434016518,2.7059554632640777,26.794940898612094,50.66804410924248,30.31398149543138,115.23706260922982
4.35,18.922499999999996,12.917384705828875,49022.02904846558,-0.3931995106711784,14.903038347618875,2.823186097659724,27.60942017873809,51.44843022127862,30.779809095948174,116.12049123975787
4.375,19.140625,13.066287046373674,49586.34972176318,-0.3936015286994387,15.241176169554747,2.9436610786503006,28.425102116765107,52.2348953160631,31.24900683525787,117.00350683813176
4.4,19.360000000000003,13.216042695460278,50153.90432442064,-0.39397746908869574,15.584514417589538,3.067385427565426,29.241930947824272,53.02744251030457,31.7215741286971,117.88611658077932
4.425000000000001,19.580625000000005,13.366651653088685,50724.69285643801,-0.39432886582639987,15.873203256981082,3.1602622145759955,29.86825497484463,53.82607491636829,32.19751045457088,118.76832755217134
4.45,19.802500000000002,13.518113919258889,51298.715317815215,-0.39465717415795837,16.225691490221315,3.2895109807925853,30.685894337628877,54.63079564190247,32.67681535277802,119.65014674584098
4.475,20.025624999999998,13.6704294939709,51875.97170855227,-0.39496377382562375,16.583330448440673,3.4220119786106107,31.50453646231875,55.44160778947956,33.15948842346448,120.53158106540259
4.5,20.25,13.82359837722472,52456.46202864921,-0.3952499722288678,16.946106285844316,3.557768551284575,32.324133488582795,56.258514456252,33.64552932570388,121.41263732556845
4.525,20.475625000000004,13.977620569020344,53040.186278106055,-0.3955170075042288,17.31400515541657,3.696783676272762,33.14463955790492,57.08151873362182,34.134937776204815,122.29332225316294
4.55,20.702499999999997,14.132496069357764,53627.144456922746,-0.39576605152298827,17.49072002219448,3.704967278390308,33.24508474583103,57.910623706923964,34.627713548044376,123.17364248813368
4.575,20.930625000000003,14.288224878236996,54217.33656509932,-0.3959982128053829,17.86503842678608,3.8468992105374724,34.062975894268455,58.74583245512255,35.12385646942737,124.05360458455881
4.6000000000000005,21.160000000000004,14.44480699565803,54810.76260263578,-0.3962145393503832,18.24441299177871,3.992065752265635,34.88167719521147,59.587148050519616,35.62336642247047,124.93321501164974
4.625,21.390625,14.602242421620863,55407.422569532064,-0.39641602138037846,18.628830191689154,4.140468774848695,35.701148722311295,60.434573558476146,36.12624334201112,125.81248015474914
4.65,21.622500000000002,14.760531156125507,56007.316465788266,-0.39660359400039386,19.018276664971836,4.292109892056424,36.52135234901758,61.288112037145,36.63248721444061,126.69140631632384
4.675,21.855625,14.91967319917195,56610.444291404296,-0.3967781397717319,19.185814999571193,4.2765942122413385,36.486566635220974,62.147766537214835,37.14209807656047,127.56999971695134
4.7,22.090000000000003,15.079668550760202,57216.80604638024,-0.3969404912001794,19.5810705736812,4.4304419501283165,37.303314148638144,63.01354010166543,37.65507601446223,128.448266496301
4.7250000000000005,22.325625000000006,15.240517210890255,57826.401730716054,-0.3970914331391483,19.981288184599954,4.587496310237559,38.12071299636199,63.885435765533266,38.17142116242962,129.32621271410764
4.75,22.5625,15.40221917956211,58439.2313444117,-0.3972317051083307,20.386455309611247,4.747758149794789,38.93873027967674,64.76345655568751,38.691133701863,130.20384435113942
4.775,22.800625000000004,15.564774456775773,59055.294887467244,-0.39736200352864126,20.796559693449353,4.911228155040531,39.75733468166914,65.64760549061606,39.21421386022559,131.08116731015775
4.8,23.04,15.728183042531233,59674.59235988264,-0.39748298387439557,21.00140963806366,4.906157313691421,39.762616831241196,66.53788558022069,39.74066191001062,131.95818741686986
4.825,23.280625,15.892444936828506,60297.12376165795,-0.39759526274383467,21.417699460464146,5.072089805178399,40.57835003832125,67.43429982562192,40.270478167729614,132.83491042087417
4.8500000000000005,23.522500000000004,16.05756013966758,60922.889092793106,-0.3976994198492478,21.83886857277822,5.241202548803319,41.39459958884781,68.33685121897253,40.803662992920785,133.71134199659713
4.875,23.765625,16.223528651048454,61551.88835328812,-0.39779599992807707,22.264905854528028,5.4134957212361785,42.211338916028474,69.24554274327966,41.34021678717748,134.58748774422224
4.9,24.010000000000005,16.390350470971136,62184.12154314303,-0.3978855145765006,22.695800506526524,5.58896939612542,43.02854280572545,70.16037737223549,41.88013999319615,135.46335319061112
4.925,24.255625,16.55802559943562,62819.58866235778,-0.3979684440070933,22.89204006194754,5.558499569006316,42.91601231458577,71.08135807005551,42.42343309384336,136.33894379021518
4.95,24.5025,16.72655403644191,63458.28971093243,-0.398045238732252,23.328610509188334,5.735817104699927,43.72979002932734,72.00848779132514,42.97009661124151,137.2142649259799
4.9750000000000005,24.750625000000007,16.89593578199001,64100.22468886696,-0.39811632117514895,23.769983077840827,5.916282933102212,44.543974890532645,72.94176948085317,43.520131105872935,138.08932191023916
5.0,25.0,17.0661708360799,64745.393596161346,-0.39818208721003995,24.21614823187386,6.09989682579073,45.35854571096929,73.88120607353295,44.07353717570185,138.96411998560197
