mass_bin,dn4000_slice,R_mpc,DeltaSigma_Msun_per_pc2,DeltaSigma_err_Msun_per_pc2,DeltaSigma_x_Msun_per_pc2,denom_sum_w2_approx,num_sum_w1_et,N_lenses_used
10.1-10.4,1,0.6057638293142941,0.731125932329175,3.989265411293715,-2.4065579160251565,0.05626185046229071,0.04113449787380692,397
10.1-10.4,1,0.8891397050194609,-2.2287341851757914,2.739814055775644,-1.840115646579798,0.11891634100363069,-0.2650329143708134,397
10.1-10.4,1,1.3050786078412682,4.929621318642994,1.868410082301688,-0.07354905090436505,0.25598436880155684,1.261906001683525,397
10.1-10.4,1,1.9155934247786433,-2.7569799845377942,1.2814006528683004,-2.133631477429024,0.5442709897265645,-1.5005442248407137,397
10.1-10.4,1,2.8117066259517443,-0.5518183419541516,0.8842669689787239,-2.2349609836096214,1.146240278050858,-0.6325164097150902,397
10.1-10.4,1,4.127020926340092,-0.0858458771481552,0.6061730801136008,0.16222389807366297,2.422504778211379,-0.207962047581153,397
10.1-10.4,2,0.06057638293142942,43.00741557265743,40.33011554631978,-42.005035079384804,0.0005571645015573501,0.023962205260809492,397
10.1-10.4,2,0.08891397050194613,4.104677912870486,27.83613938394084,-8.927650999205149,0.0011591784670642036,0.004758054250833504,397
10.1-10.4,2,0.13050786078412682,-38.27170543403052,18.578344900557383,22.454334128632297,0.0026224167737133874,-0.10036436228881944,397
10.1-10.4,2,0.19155934247786435,-17.242740894666717,12.532538665116137,-3.3426300998051346,0.005701929787028659,-0.09831689791731735,397
10.1-10.4,2,0.2811706625951745,5.695950653256414,8.653217666015921,-13.113196544293418,0.011999811828241058,0.0683503360220237,397
10.1-10.4,2,0.4127020926340091,-5.785540576582547,5.855705647053737,1.7946233383875418,0.026069955750990026,-0.15082878682706433,397
10.1-10.4,2,0.6057638293142941,-0.034610443530641674,3.9949400191967084,-1.5704025747142878,0.056106880804440484,-0.0019418840297625306,397
10.1-10.4,2,0.8891397050194609,1.3608020532542713,2.745523702089916,0.2560848376103496,0.11828535848066224,0.1609629586904027,397
10.1-10.4,2,1.3050786078412682,-1.9647291819038781,1.8858783521189797,-0.07650906782253386,0.2522320747808626,-0.495567717934122,397
10.1-10.4,2,1.9155934247786433,-3.116279775917653,1.2739906625500184,1.1056510028864222,0.5492926892900352,-1.7117496986939558,397
10.1-10.4,2,2.8117066259517443,0.09155224638589331,0.8824481119970968,-1.4318952440953627,1.1521578963710892,0.10548264360401849,397
10.1-10.4,2,4.127020926340092,0.9797759562015401,0.6103697601551623,0.17292267439664624,2.39651692897705,2.3480496656416676,397
10.1-10.4,3,0.06057638293142942,14.156342831464649,39.06189708930116,83.005394346669,0.0005846891213552585,0.008277059651732878,397
10.1-10.4,3,0.08891397050194613,-3.674623809087574,26.620471127479743,-41.79554413115455,0.0012714678342807262,-0.00467216597633697,397
10.1-10.4,3,0.13050786078412682,15.003302088551969,18.113004343679066,-2.3305289991713676,0.002755134523808739,0.041336115555301284,397
10.1-10.4,3,0.19155934247786435,1.8867303873967645,12.272008093288731,-4.090761293123857,0.0059584162084053705,0.011241924921155826,397
10.1-10.4,3,0.2811706625951745,18.281515736519726,8.432306912040861,-2.8657239183423884,0.012625615887982888,0.23081539553941263,397
10.1-10.4,3,0.4127020926340091,-13.059976772918672,5.745410570860828,1.4120114829726562,0.027108509109763756,-0.3540364993219689,397
10.1-10.4,3,0.6057638293142941,4.022829776182741,3.9341832079504075,2.772311578931374,0.057975637016913106,0.23322611888480038,397
10.1-10.4,3,0.8891397050194609,-2.59600521174651,2.657691745650779,2.8534504923107726,0.12647613352601028,-0.3283327017950702,397
10.1-10.4,3,1.3050786078412682,1.6961113962714887,1.830276732909923,-0.5207459076315766,0.26791955632175135,0.4544214127613234,397
10.1-10.4,3,1.9155934247786433,-0.9348067816909352,1.2418586358442874,-2.145819718714781,0.5785793044471861,-0.5408598575432538,397
